run_id,timestamp,generation,duration_sec,training_mode,speed_multiplier,collectors_total,collectors_real,collectors_injected,collectors_alive,hunters_total,hunters_alive,batteries_collected,batteries_collected_real,kills,best_collector_fitness,avg_collector_fitness,best_hunter_fitness,avg_hunter_fitness,avg_fit_battery,avg_fit_proximity,avg_fit_survival,avg_fit_hunter_penalty,avg_fit_escape,avg_fit_approach,avg_fit_death,avg_fit_idle,collector_sees_hunter_frames,collector_danger_frames,collector_escape_events,collector_approach_events,collector_neutral_events,escape_ratio,approach_ratio,avg_nearest_hunter_dist
20260510_171523,2026-05-10 17:20:00,27,6.9328,1,500,105,100,5,2,20,20,224,194,76,6871.329968,-6833.181677,3674.695761,1936.744577,194.000000,32.319615,228.060000,-8.962946,494.808391,-717.751448,-7300.000000,-33.752000,0,23016,9850,12659,21,0.437195,0.561873,136.927849
20260510_171523,2026-05-10 17:20:08,28,7.8537,1,500,105,100,5,2,20,20,310,288,77,4102.260708,-6846.728155,2998.636994,1966.336318,288.000000,38.278243,279.430000,-15.696624,972.652581,-1237.872255,-7300.000000,-32.576000,0,38041,17272,19999,5,0.463354,0.536511,134.496586
20260510_171523,2026-05-10 17:20:16,29,7.2865,1,500,105,100,5,0,20,20,217,190,71,5337.973234,-6316.156693,2665.018468,1843.313253,190.000000,32.620391,246.515000,-10.797016,651.573545,-843.268279,-6800.000000,-39.724000,0,27112,12209,14326,15,0.459849,0.539586,139.090828
20260510_171523,2026-05-10 17:20:24,30,8.0780,1,500,105,100,5,2,20,20,248,238,63,5220.069225,-5459.885827,2653.466127,1733.642191,238.000000,42.154162,309.195000,-14.500999,839.091203,-994.822922,-6000.000000,-48.084000,0,34339,15360,18353,15,0.455408,0.544147,132.792916
20260510_171523,2026-05-10 17:20:32,31,7.6693,1,500,105,100,5,2,20,20,306,257,75,7614.790723,-6551.604687,2664.313660,1879.338611,257.000000,36.602954,265.135000,-13.225547,842.465187,-999.335381,-7300.000000,-41.910000,0,35341,16052,18481,13,0.464656,0.534968,137.876709
20260510_171523,2026-05-10 17:20:40,32,8.3399,1,500,105,100,5,0,20,20,275,226,68,6724.787691,-5957.236722,3284.382846,1862.562584,226.000000,37.653368,290.210000,-12.484977,702.689655,-917.153753,-6600.000000,-52.052000,0,31025,13379,17031,10,0.439809,0.559862,135.355301
20260510_171523,2026-05-10 17:20:49,33,8.3345,1,500,105,100,5,4,20,20,381,324,78,8648.099516,-6755.241296,2876.095582,1912.794648,324.000000,42.976980,290.825000,-15.526527,843.149862,-1038.021017,-7600.000000,-47.704000,0,37620,16477,20400,40,0.446326,0.552591,135.403339
20260510_171523,2026-05-10 17:20:58,34,9.3284,1,500,105,100,5,5,20,20,441,372,71,8040.117794,-5983.925002,2679.373604,1857.366554,372.000000,50.307126,350.005000,-15.176822,942.805906,-1150.967972,-6900.000000,-51.438000,0,39174,18090,20251,100,0.470591,0.526807,138.423899
20260510_171523,2026-05-10 17:21:07,35,8.3060,1,500,105,100,5,4,20,20,447,412,69,7874.964967,-5833.545264,3288.313242,1897.828573,412.000000,44.082718,306.885000,-14.217091,878.453694,-1064.675031,-6600.000000,-53.440000,0,35529,16465,18354,23,0.472562,0.526778,135.980658
20260510_171523,2026-05-10 17:21:16,36,8.6719,1,500,105,100,5,6,20,20,504,427,71,11994.779065,-5929.322517,3064.726762,1965.420705,427.000000,47.041071,325.815000,-14.981550,915.302656,-1105.798720,-6900.000000,-68.334000,0,38155,17068,20347,8,0.456083,0.543703,136.969517
20260510_171523,2026-05-10 17:21:24,37,8.3745,1,500,105,100,5,9,20,20,557,489,85,6236.490342,-7280.663279,2897.013844,2079.902523,489.000000,43.798722,312.970000,-13.846907,888.507529,-1149.024624,-8000.000000,-44.278000,0,36657,16188,19702,0,0.451045,0.548955,137.474438
20260510_171523,2026-05-10 17:21:33,38,8.2499,1,500,105,100,5,5,20,20,493,399,80,11376.959546,-6820.568798,2959.137095,1983.073814,399.000000,41.966567,297.840000,-14.208140,909.926278,-1142.800655,-7600.000000,-47.046000,0,37597,16814,19987,0,0.456890,0.543110,137.416804
20260510_171523,2026-05-10 17:21:42,39,9.0751,1,500,105,100,5,5,20,20,499,410,68,10167.505083,-5592.423176,3068.620034,1839.475271,410.000000,44.343263,324.685000,-14.046969,833.337366,-1030.018391,-6600.000000,-50.976000,0,34292,15598,18036,5,0.463688,0.536163,135.555533
20260510_171523,2026-05-10 17:21:50,40,8.2913,1,500,105,100,5,3,20,20,347,293,76,10208.846712,-6613.141932,3099.140768,1915.788757,293.000000,37.147345,274.225000,-13.310936,785.174476,-1036.035302,-7200.000000,-47.062000,0,35254,15259,19274,34,0.441433,0.557584,139.311466
20260510_171523,2026-05-10 17:22:01,41,10.1818,1,500,105,100,5,3,20,20,423,380,61,7965.476294,-4936.570668,2492.590946,1710.371549,380.000000,50.024799,380.950000,-13.257328,824.701289,-995.008350,-5800.000000,-58.138000,0,37480,17343,18943,427,0.472394,0.515975,145.843745
20260510_171523,2026-05-10 17:22:10,42,9.2441,1,500,105,100,5,9,20,20,577,512,77,10508.367877,-6408.498249,2872.687686,1972.918905,512.000000,45.741979,342.995000,-13.747866,831.959099,-1094.447328,-7500.000000,-43.600000,0,35946,15760,19415,20,0.447791,0.551641,138.459683
20260510_171523,2026-05-10 17:22:18,43,7.7790,1,500,105,100,5,3,20,20,429,333,82,11849.418609,-7080.218868,3893.925780,2024.785699,333.000000,34.377939,263.675000,-11.511172,673.029159,-923.670955,-8000.000000,-38.990000,0,30192,13413,16101,0,0.454462,0.545538,137.238181
20260510_171523,2026-05-10 17:22:29,44,10.3379,1,500,105,100,5,5,20,20,444,360,61,11525.003498,-4920.609379,3080.451537,1822.079240,360.000000,47.985676,354.055000,-14.426790,929.365864,-1093.631728,-5700.000000,-63.658000,0,37430,16974,19695,0,0.462898,0.537102,139.118888
20260510_171523,2026-05-10 17:22:37,45,8.6220,1,500,105,100,5,2,20,20,414,316,73,13400.919711,-6192.021366,3690.729491,1901.378051,316.000000,38.043112,298.155000,-11.962998,775.430918,-1003.910892,-7000.000000,-45.486000,0,34077,15095,18227,1,0.452990,0.546980,141.147013
20260510_171523,2026-05-10 17:22:45,46,7.9648,1,500,105,100,5,1,20,20,245,197,71,9406.336253,-6198.287355,3074.925885,1923.722237,197.000000,36.499786,274.140000,-11.927308,670.158423,-881.524559,-6700.000000,-49.820000,0,30794,13728,16489,3,0.454269,0.545632,135.710986
20260510_171523,2026-05-10 17:22:54,47,8.1858,1,500,105,100,5,3,20,20,394,256,77,12163.057104,-6639.844000,2874.328628,1952.966011,256.000000,37.965811,268.185000,-13.937105,721.433067,-984.200618,-7500.000000,-52.430000,0,38137,16268,21139,10,0.434776,0.564957,136.991905
20260510_171523,2026-05-10 17:23:03,48,9.0673,1,500,105,100,5,6,20,20,443,358,67,11915.043398,-5512.641597,2663.285953,1890.767522,358.000000,49.200816,339.295000,-15.035037,913.697260,-1077.081974,-6400.000000,-69.846000,0,39526,18265,20493,4,0.471209,0.528688,137.377826
20260510_171523,2026-05-10 17:23:12,49,8.3568,1,500,105,100,5,5,20,20,394,333,74,10886.844860,-6278.591788,3079.631382,1949.270153,333.000000,41.371840,303.030000,-13.190295,790.563567,-984.061291,-7100.000000,-54.538000,0,34247,14900,18650,35,0.443650,0.555307,135.094997
20260510_171523,2026-05-10 17:23:22,50,10.4627,1,500,105,100,5,11,20,20,614,528,49,11354.281893,-3458.524017,3075.658418,1721.255624,528.000000,58.870112,422.705000,-11.442666,784.765747,-869.017024,-4700.000000,-76.854000,0,31784,14657,16209,218,0.471529,0.521458,141.889730
20260510_171523,2026-05-10 17:23:31,51,8.4454,1,500,105,100,5,11,20,20,608,473,66,12007.775398,-5216.244282,3658.573875,1900.366517,473.000000,40.973565,317.565000,-11.504138,716.162083,-859.026392,-6500.000000,-45.526000,0,28613,12162,15846,4,0.434171,0.565686,137.415569
20260510_171523,2026-05-10 17:23:40,52,9.2334,1,500,105,100,5,8,20,20,766,605,67,13355.835096,-5139.299875,2853.687912,1864.836738,605.000000,46.961310,362.155000,-13.993735,1047.533240,-1207.525457,-6400.000000,-57.978000,0,38905,17848,19955,160,0.470142,0.525643,141.314648
20260510_171523,2026-05-10 17:23:51,53,11.0301,1,500,105,100,5,12,20,20,882,773,62,13921.975322,-4472.040434,3081.617035,1809.043201,773.000000,57.983293,437.840000,-16.759732,1207.363196,-1360.366242,-6000.000000,-69.240000,0,42562,20142,21381,113,0.483764,0.513522,139.744376
20260510_171523,2026-05-10 17:24:02,54,9.8316,1,500,105,100,5,6,20,20,716,619,72,14114.838635,-5662.121814,3888.042852,1933.471082,619.000000,50.997174,375.885000,-16.090034,1097.970662,-1266.705356,-7100.000000,-63.024000,0,44398,20411,22982,72,0.469596,0.528747,141.152139
20260510_171523,2026-05-10 17:24:11,55,9.1611,1,500,105,100,5,7,20,20,739,571,80,12385.829380,-6491.955026,3493.459351,2030.828799,571.000000,46.341975,332.580000,-17.369435,1162.423373,-1373.410817,-7700.000000,-52.968000,0,45191,20998,23262,20,0.474210,0.525339,136.180070
20260510_171523,2026-05-10 17:24:20,56,9.2190,1,500,105,100,5,6,20,20,613,495,72,11321.218551,-5863.405300,3092.154599,1921.296335,495.000000,44.554449,333.765000,-15.542292,904.814076,-1151.559106,-7000.000000,-55.658000,0,37597,16728,20097,15,0.454072,0.545521,132.597352
20260510_171523,2026-05-10 17:24:30,57,9.6126,1,500,105,100,5,9,20,20,780,621,68,12357.923235,-5234.135169,3098.736604,1907.533814,621.000000,48.791027,357.820000,-12.451486,794.088149,-992.124196,-6600.000000,-51.694000,0,34059,15274,17951,76,0.458665,0.539053,137.989002
20260510_171523,2026-05-10 17:24:44,58,13.6653,1,500,105,100,5,15,20,20,923,715,57,13767.828151,-3856.669704,4079.594176,1805.670023,715.000000,62.236541,477.180000,-11.855603,802.372932,-932.223760,-5600.000000,-65.428000,0,34598,15064,18391,290,0.446407,0.544999,142.444048
20260510_171523,2026-05-10 17:24:58,59,13.7392,1,500,105,100,5,22,20,20,1154,988,56,12316.378099,-3515.938888,3286.856634,1819.251832,988.000000,70.516436,512.050000,-12.883482,898.950403,-1047.401239,-5500.000000,-72.014000,0,37162,16664,19589,85,0.458583,0.539078,144.494748
20260510_171523,2026-05-10 17:25:10,60,11.5082,1,500,105,100,5,15,20,20,806,720,67,13487.069646,-5026.309115,3100.587824,1882.342261,720.000000,56.633304,429.805000,-12.616071,892.635735,-1061.198120,-6400.000000,-66.914000,0,35921,16161,18792,116,0.460834,0.535858,143.201041
20260510_171523,2026-05-10 17:25:22,61,12.2361,1,500,105,100,5,17,20,20,1015,863,58,15070.601213,-3867.029805,2902.260142,1847.570066,863.000000,62.375752,471.460000,-13.391296,997.525812,-1120.083271,-5600.000000,-76.208000,0,38989,18058,19522,476,0.474511,0.512981,144.871574
20260510_171523,2026-05-10 17:25:34,62,11.6878,1,500,105,100,5,13,20,20,932,908,67,7623.795357,-4883.893049,2695.738055,1887.773306,908.000000,66.151091,500.405000,-20.416618,1410.987235,-1612.319437,-6300.000000,-80.718000,0,53811,23916,28072,783,0.453203,0.531959,140.431534
20260510_171523,2026-05-10 17:25:45,63,11.0619,1,500,105,100,5,13,20,20,995,818,66,17765.024906,-4739.532999,2644.466706,1859.355820,818.000000,57.963954,434.605000,-16.960166,1166.557514,-1355.028744,-6400.000000,-66.260000,0,45928,21225,23552,181,0.472107,0.523867,138.617247
20260510_171523,2026-05-10 17:25:57,64,11.5436,1,500,105,100,5,17,20,20,941,829,50,14099.543847,-3150.348549,2735.505510,1638.782053,829.000000,61.416672,453.700000,-12.069029,895.968149,-988.856278,-4900.000000,-69.664000,0,34033,15985,17207,25,0.481229,0.518018,145.993637
20260510_171523,2026-05-10 17:26:08,65,10.9084,1,500,105,100,5,12,20,20,676,618,51,11506.898803,-3524.104748,2203.108579,1686.366714,618.000000,49.956033,414.615000,-9.896511,603.341177,-699.857991,-5000.000000,-57.890000,0,24880,11169,13033,198,0.457746,0.534139,139.841461
20260510_171523,2026-05-10 17:26:21,66,13.1083,1,500,105,100,5,20,20,20,1110,1064,45,9083.812449,-2399.308838,2545.179095,1590.444324,1064.000000,73.491062,562.930000,-10.259237,733.469770,-815.526788,-4200.000000,-76.764000,0,25860,12088,13149,34,0.478335,0.520320,142.279287
20260510_171523,2026-05-10 17:26:34,67,12.6585,1,500,105,100,5,20,20,20,985,867,43,13647.189921,-2322.936511,2391.241639,1526.663620,867.000000,68.271204,529.475000,-11.560895,733.091761,-825.612315,-4100.000000,-65.120000,0,31910,13787,17205,190,0.442146,0.551761,143.405912
20260510_171523,2026-05-10 17:26:48,68,13.4322,1,500,105,100,5,24,20,20,1051,892,52,15347.651105,-3145.694928,2681.234871,1655.811337,892.000000,74.614991,554.720000,-11.626027,858.167586,-1023.263568,-5000.000000,-62.008000,0,35961,15670,19243,146,0.446961,0.548875,147.692450
20260510_171523,2026-05-10 17:27:01,69,12.9915,1,500,105,100,5,17,20,20,1030,853,49,16759.441005,-2874.796576,3294.113034,1654.566339,853.000000,72.480727,525.075000,-18.940330,1307.974069,-1445.743816,-4700.000000,-48.112000,0,52822,24688,26546,460,0.477580,0.513522,142.637533
20260510_171523,2026-05-10 17:27:13,70,12.1027,1,500,105,100,5,10,20,20,769,692,58,13583.984818,-4047.534333,3092.330252,1724.620476,692.000000,56.869019,456.125000,-14.302135,1007.557437,-1126.446655,-5600.000000,-49.618000,0,40940,19090,20812,85,0.477405,0.520469,141.562766
20260510_171523,2026-05-10 17:27:28,71,14.8669,1,500,105,100,5,27,20,20,1265,1054,50,16716.768020,-2608.590026,2879.418712,1739.770470,1054.000000,77.834139,578.315000,-12.755555,911.278121,-972.972121,-4900.000000,-55.704000,0,36306,16776,18455,277,0.472457,0.519742,143.183360
20260510_171523,2026-05-10 17:27:42,72,13.0666,1,500,105,100,5,18,20,20,1088,940,51,15991.243847,-2943.850368,2695.564973,1676.197839,940.000000,68.046141,515.125000,-14.140443,1051.735796,-1133.033942,-5000.000000,-46.692000,0,41992,19751,21235,59,0.481204,0.517359,144.940831
20260510_171523,2026-05-10 17:27:56,73,13.8813,1,500,105,100,5,17,20,20,1025,935,41,15137.349773,-2049.818841,2302.249115,1603.120889,935.000000,74.547459,565.500000,-12.409056,840.481254,-956.396833,-4000.000000,-50.188000,0,34613,15920,17804,65,0.471159,0.526917,144.490441
20260510_171523,2026-05-10 17:28:10,74,14.0064,1,500,105,100,5,19,20,20,1073,859,46,15459.885878,-2455.911533,2499.161223,1662.577703,859.000000,72.123231,541.410000,-14.006030,945.912448,-1033.893625,-4600.000000,-54.740000,0,38818,18153,19822,62,0.477246,0.521124,140.801361
20260510_171523,2026-05-10 17:28:22,75,11.2993,1,500,105,100,5,15,20,20,1115,982,68,15788.918994,-4713.248788,2883.700834,1938.851425,982.000000,62.621008,450.845000,-15.986343,1173.774518,-1328.970200,-6500.000000,-48.320000,0,43356,20154,21958,252,0.475734,0.518317,139.448518
20260510_171523,2026-05-10 17:28:35,76,13.5266,1,500,105,100,5,23,20,20,1422,1254,61,14220.230759,-3644.488054,2889.432017,1903.958634,1254.000000,74.668610,536.265000,-19.592993,1575.333222,-1735.313096,-6100.000000,-63.346000,0,53710,25231,27043,155,0.481241,0.515802,143.408384
20260510_171523,2026-05-10 17:29:17,77,41.8966,0,1,105,100,5,23,20,20,1332,1203,51,14785.520108,-2753.102667,2883.591450,1746.700657,1203.000000,73.751551,576.640000,-15.845598,1255.813991,-1396.636890,-4900.000000,-78.134000,0,43806,20556,22079,138,0.480584,0.516190,144.073953
20260510_171523,2026-05-10 17:30:00,78,42.0421,0,1,105,100,5,33,20,20,2225,1948,66,19255.513416,-3274.685314,2701.414343,1935.513545,1948.000000,83.055591,592.365000,-14.922968,1208.075767,-1357.064193,-6400.000000,-41.484000,0,44236,20637,22320,103,0.479261,0.518346,144.679037
20260510_171523,2026-05-10 17:30:42,79,42.0490,0,1,105,100,5,17,20,20,1425,1213,55,19418.039284,-3030.482434,2503.611541,1824.223599,1213.000000,68.746900,516.055000,-16.158509,1337.894119,-1446.916343,-5300.000000,-47.860000,0,48131,22733,24225,4,0.484072,0.515843,142.571230
20260510_171523,2026-05-10 17:31:15,80,33.1379,1,500,105,100,5,17,20,20,1332,1184,59,15446.067304,-3506.138397,5105.474379,1837.459888,1184.000000,73.796929,574.205000,-18.105751,1464.853750,-1591.790727,-5500.000000,-76.268000,0,53073,25330,26450,58,0.488638,0.510243,143.428169
20260510_171523,2026-05-10 17:31:28,81,12.9711,1,500,105,100,5,25,20,20,1285,1109,50,14707.184618,-2693.308522,2866.632140,1728.497805,1109.000000,73.053865,538.095000,-13.699077,1062.346851,-1192.593999,-4900.000000,-82.672000,0,41322,19019,21072,245,0.471514,0.522412,146.614469
20260510_171523,2026-05-10 17:31:44,82,15.5713,1,500,105,100,5,40,20,20,1981,1857,50,15958.309682,-1942.465832,2721.393879,1789.492133,1857.000000,97.791840,695.995000,-23.207241,1770.334193,-1901.071831,-4600.000000,-108.588000,0,62957,29034,32482,80,0.471362,0.527339,142.959706
20260510_171523,2026-05-10 17:31:58,83,13.1651,1,500,105,100,5,15,20,20,1337,1160,54,17316.681336,-3031.861783,2686.075206,1772.827295,1160.000000,74.573734,548.120000,-17.020967,1318.765353,-1463.561360,-5200.000000,-84.870000,0,50827,23728,25754,170,0.477886,0.518690,146.445205
20260510_171523,2026-05-10 17:32:11,84,13.4423,1,500,105,100,5,19,20,20,1334,1147,40,20135.252105,-1563.290696,2290.679465,1619.647118,1147.000000,78.191965,565.215000,-15.849985,1293.553069,-1329.125221,-4000.000000,-87.682000,0,50522,24595,24343,383,0.498672,0.493563,147.961294
20260510_171523,2026-05-10 17:32:24,85,12.6085,1,500,105,100,5,21,20,20,1163,1022,57,16745.009735,-3486.435080,2504.142038,1834.346552,1022.000000,71.456919,542.695000,-16.294524,1148.007894,-1283.971307,-5300.000000,-71.726000,0,43739,19823,22677,338,0.462743,0.529366,141.424225
20260510_171523,2026-05-10 17:32:37,86,12.5316,1,500,105,100,5,19,20,20,1156,978,51,17600.783361,-2898.539415,2495.559266,1748.936582,978.000000,68.858507,516.550000,-17.008874,1172.294386,-1284.411806,-4900.000000,-69.720000,0,45418,21534,22658,223,0.484836,0.510143,142.148784
20260510_171523,2026-05-10 17:32:50,87,13.3287,1,500,105,100,5,29,20,20,1205,1050,49,17080.605422,-2631.301364,3099.109579,1750.077938,1050.000000,74.672688,557.055000,-14.724195,980.947823,-1096.070239,-4800.000000,-82.394000,0,41735,18464,20771,1529,0.452949,0.509543,144.414223
